Outlet_Name,product_id,Product_Name,Revenue,COGS,Profit,MarginPct
Liquor West,11ef9fa9e84a315282770acdfb026a8f,Crown Lager Bottle 375mL,92560.5,33537.13,5083.37,5.49
Liquor West,11ef9fa9e8610a808a8c0acdfb026a8f,Jim Beam White & Cola 4.8% 375Ml Can 3x10Pk,138447,55159.29,5237.69,3.78
Liquor West,11ef9fa9e84a5da8baa80acdfb026a8f,Grants Family Reserve Scotch Whiskey 700Ml,185770.799987793,26520.00,5434.80,2.93
Liquor West,11ef9fa9e8890a9e98290acdfb026a8f,Canadian Club Whisky Original 37% 1L,77820,24875.11,5797.73,7.45
The Bottle-O St Albans,11ef9fa9e84a6e3888bf0acdfb026a8f,Jack Daniels & Cola Bt 330Ml,107955.469989777,9361.16,6638.77,6.15
Liquor West,11ef9fa9e84a7216b0890acdfb026a8f,Jack Daniels Black Label 700Ml,470285.400146484,55239.79,6849.63,1.46
Liquor West,11ef9fa9e8c497308de10acdfb026a8f,Great Northern Original Lager 4.2% Bt 330Ml,257977,101715.88,7287.88,2.83
Liquor West,11ef9fa9e84a5f6aa3bc0acdfb026a8f,Great North Super Crisp 3.5% Can Block 375Ml 30Pk,109416.5,16567.96,7302.34,6.67
Liquor West,11ef9fa9e849e562932d0acdfb026a8f,Asahi Super Dry Bt 330Ml 24Pk,229527.5,102751.47,8004.19,3.49
Liquor West,11ef9fa9e8569a969bde0acdfb026a8f,Melbourne Bitter Bottle 375Ml,195991,31796.47,8005.53,4.08
Liquor West,11ef9fa9e84a2cac890b0acdfb026a8f,Corona Extra Bt 355Ml,109154,15606.77,8321.31,7.62
Liquor West,11ef9fa9e8611b889b0d0acdfb026a8f,Absolut Vodka 700Ml,152755.800018311,29454.00,8805.00,5.76
Liquor West,11ef9fa9e8f75ff8922a0acdfb026a8f,Carlton Dry Mid Can Block 375mL,303361.680000305,52559.72,8962.28,2.95
Liquor West,11ef9fa9e8ed20249bcc0acdfb026a8f,Hard Rated Lemon 4.5% Can 375Ml 3X10pk,236922.5,90580.77,9205.82,3.89
Liquor West,11ef9fa9e8c496d6adfa0acdfb026a8f,Grants Family Reserve Scotch Whisky 1L,154686,25839.84,9758.62,6.31
Liquor West,11ef9fa9e8a787bca5710acdfb026a8f,Martell Cognac Blue Swift 700Ml,588774,20006.62,9822.27,1.67
Liquor West,11ef9fa9e8f754408a4d0acdfb026a8f,Corona Extra Bottle 330ml 4x6pk,113606,16760.00,10526.00,9.27
Liquor West,11ef9fa9e84a91b09ce80acdfb026a8f,Johnnie Walker Black 700Ml,597146.998352051,59909.31,12829.72,2.15
Liquor West,11ef9fa9e856d39eab9a0acdfb026a8f,Smirnoff Vodka Red 700Ml,669326.799560547,104678.94,13478.28,2.01
Liquor West,11ef9fa9e89d84e2a33e0acdfb026a8f,Ballantines Scotch Whisky 1L,517977,36432.00,14889.00,2.87
Liquor West,11ef9fa9e849ed78929a0acdfb026a8f,Ballantines Scotch Whisky 700Ml,307833,54532.82,15762.23,5.12
Liquor West,11ef9fa9e84a8f80b3680acdfb026a8f,Jim Beam White Bourbon 700Ml,563254.799591064,85700.99,17053.72,3.03
Liquor West,11ef9fa9e8569b54bbb30acdfb026a8f,Melbourne Bitter Can 375Ml,449986,67877.57,17301.23,3.84
Liquor West,11ef9fa9e8567b42b0020acdfb026a8f,Johnnie Walker Red 700Ml,710849.199981689,90967.67,17591.73,2.47
Liquor West,11ef9fa9e84a5fc49da60acdfb026a8f,Great Northern Super Crisp Lager 3.5% Btl 330Ml,514248.046875,110667.43,18233.80,3.55
Thirsty Camel Braybrook,11ef9fa9e8a787bca5710acdfb026a8f,Martell Cognac Blue Swift 700Ml,427929.889976501,174825.83,20286.66,4.74
Liquor West,11ef9fa9e84a1dfcb2e40acdfb026a8f,Carlton Pure Blonde Can 375Ml,631926.5,147579.47,23058.03,3.65
Liquor West,11ef9fa9e856fe9693710acdfb026a8f,Victoria Bitter Can 375Ml Blocks 30Pk,849867.5,102886.33,23570.11,2.77
Liquor West,11ef9fa9e8bb4b9eafae0acdfb026a8f,Victoria Bitter Bt 250Ml,1154942.75,45447.50,24301.39,2.10
Liquor West,11ef9fa9e84a2cac890b0acdfb026a8f,Corona Brown Extra Bottle 355ml 24pk,517380,117093.10,24998.89,4.83
Liquor West,11ef9fa9e84a7112ab600acdfb026a8f,Jack Daniels Black Label 1L,1159928.4017334,69070.22,26513.41,2.29
Liquor West,11ef9fa9e84a8288a07b0acdfb026a8f,Jameson Irish Whisky 1L,891443.400939941,32970.81,26839.58,3.01
Liquor West,11ef9fa9e856fe3c82790acdfb026a8f,Victoria Bitter Can 375Ml,723090,111866.37,28676.81,3.97
Liquor West,11ef9fa9e8f75490bd5e0acdfb026a8f,Pure Blonde 4.2% Btl 330Ml,664195.5,131453.68,29618.66,4.46
Liquor West,11ef9fa9e88938708dfd0acdfb026a8f,Absolut Vodka 1L,470341.799621582,40832.91,29897.23,6.36
Liquor West,11ef9fa9e84a5f6aa3bc0acdfb026a8f,Great Northern Super Crisp 3.5% Can Block 375Ml 30Pk,993193,148370.09,30169.48,3.04
Liquor West,11ef9fa9e84a1a96872f0acdfb026a8f,Carlton Draught Can 375Ml,1477687.13999939,130832.13,30582.62,2.07
Liquor West,11ef9fa9e856d2ea8f940acdfb026a8f,Smirnoff Vodka Red 1L,1362116.40161133,71299.74,30786.08,2.26
Liquor West,11ef9fa9e84a1b40a8c30acdfb026a8f,Carlton Dry Can 375Ml,1066690.5,152025.47,32592.97,3.06
Liquor West,11ef9fa9e8570ff8817b0acdfb026a8f,Woodstock & Cola 12% Can 200Ml,1456861,118717.59,33690.68,2.31
Liquor West,11ef9fa9e856fd8893d10acdfb026a8f,Victoria Bitter 375Ml Bt,737935,123673.07,33938.33,4.60
Liquor West,11ef9fa9e84a19ecbcd10acdfb026a8f,Carlton Draught Bt 375Ml,1433138.5,119200.56,34727.22,2.42
Liquor West,11ef9fa9e84a68ac9f270acdfb026a8f,Heineken Bottle 330ml,772714.5,85554.32,34884.02,4.51
Liquor West,11ef9fa9e84a94ee87e40acdfb026a8f,Johnnie Walker Red 1L,1118683,64276.37,37555.44,3.36
Liquor West,11ef9fa9e84a1bf4a6430acdfb026a8f,Carlton Dry Bottle 330Ml,1291992,107695.58,39477.04,3.06
Liquor West,11ef9fa9e84a8db482b60acdfb026a8f,Jim Beam White Bourbon 1L,902379,74211.50,40225.08,4.46
The Bottle-O St Albans,11ef9fa9e8a787bca5710acdfb026a8f,Martell Cognac Blue Swift 700Ml,933337.760009766,490660.34,50334.15,5.39
